Index,State,Program,Sub-Program,Abbreviation,Target Age Min,Target Age Max,Clearhouse Rating,State Title-IV Spending,Federal Matching,Date Info Was Provided,Project Relevance,Note 1,Note 2,Plan URL
127,Maine,The Incredible Years,,,0,5,Promising,,,,Low,,,https://www.maine.gov/dhhs/sites/maine.gov.dhhs/files/inline-files/Maine%20Family%20First%20Prevention%20Services%20State%20Plan%20FINAL%202.1.2021.pdf
128,Maine,Parent Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,,Mid,,,https://www.maine.gov/dhhs/sites/maine.gov.dhhs/files/inline-files/Maine%20Family%20First%20Prevention%20Services%20State%20Plan%20FINAL%202.1.2021.pdf
129,Maine,Positive Parenting Program,,Triple P,0,12,Promising,,,,Mid,,,https://www.maine.gov/dhhs/sites/maine.gov.dhhs/files/inline-files/Maine%20Family%20First%20Prevention%20Services%20State%20Plan%20FINAL%202.1.2021.pdf
130,Maine,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://www.maine.gov/dhhs/sites/maine.gov.dhhs/files/inline-files/Maine%20Family%20First%20Prevention%20Services%20State%20Plan%20FINAL%202.1.2021.pdf
131,Maine,Homebuilders,,HB,0,18,Well-Supported,"$3,658,239","$2,308,058",12/19/25,Mid,,,https://www.maine.gov/dhhs/sites/maine.gov.dhhs/files/inline-files/Maine%20Family%20First%20Prevention%20Services%20State%20Plan%20FINAL%202.1.2021.pdf
132,Maryland,Functional Family Therapy,,FFT,11,18,Well-Supported,"$1,371,134","$685,567",11/19/25,High,,,https://dhs.maryland.gov/documents/Data%20and%20Reports/SSA/MD%20Title%20IV-E%20State%20Plan/6541_Title%20IV-E%20Letter%20Prevention%20Plan_Full_v2.pdf
133,Maryland,Healthy Families America,,HFA,0,5,Well-Supported,"$408,531","$204,266",11/19/25,Low,,,https://dhs.maryland.gov/documents/Data%20and%20Reports/SSA/MD%20Title%20IV-E%20State%20Plan/6541_Title%20IV-E%20Letter%20Prevention%20Plan_Full_v2.pdf
134,Maryland,Multisystemic Therapy,,MST,12,18,Well-Supported,"$420,988","$210,494",11/19/25,High,,,https://dhs.maryland.gov/documents/Data%20and%20Reports/SSA/MD%20Title%20IV-E%20State%20Plan/6541_Title%20IV-E%20Letter%20Prevention%20Plan_Full_v2.pdf
135,Maryland,Nurse Family Partnership,,NFP,,,Well-Supported,,,11/19/25,Low,,,https://dhs.maryland.gov/documents/Data%20and%20Reports/SSA/MD%20Title%20IV-E%20State%20Plan/6541_Title%20IV-E%20Letter%20Prevention%20Plan_Full_v2.pdf
136,Maryland,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,"$223,209","$111,605",11/19/25,Mid,,,https://dhs.maryland.gov/documents/Data%20and%20Reports/SSA/MD%20Title%20IV-E%20State%20Plan/6541_Title%20IV-E%20Letter%20Prevention%20Plan_Full_v2.pdf
137,Massachusetts,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://www.mass.gov/doc/ma-title-iv-e-prevention-plan/download
138,Massachusetts,Intercept,,,0,18,Well-Supported,,,,High,,,https://www.mass.gov/doc/ma-title-iv-e-prevention-plan/download
139,Massachusetts,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,,,,High,,,https://www.mass.gov/doc/ma-title-iv-e-prevention-plan/download
140,Michigan,Nurse Family Partnership,,NFP,,,Well-Supported,,"$17,497",12/17/25,Low,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
141,Michigan,Substance Use Disorder Family Support Program,,SUDFSP,,,N/A,,"$652,185",12/17/25,,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
142,Michigan,Parents as Teachers,,PAT,0,3,Well-Supported,,"$657,532",12/17/25,Low,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
143,Michigan,Healthy Families America,,HFA,0,2,Well-Supported,,"$920,813",12/17/25,Low,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
144,Michigan,SafeCare,,SC,0,5,Supported,,"$1,326,015",12/17/25,Low,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
145,Michigan,Motivational Interviewing,,MI,,,Well-Supported,,"$1,412,501",12/17/25,Mid,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
146,Michigan,Motivational Interviewing,Staffing,MI,,,Well-Supported,,"$25,001,459",12/17/25,Mid,"Michigan data provided through public information officer, but contradicts FFA plan listed online",,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
147,Michigan,Family Spirit,,FS,14,24,Promising,,"$59,831",12/17/25,Low,Serves young Native/American Indian mothers who enroll during the second trimester of pregnancy,,https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder14/Michigan_IV-E_Prevention_Plan.pdf?rev=ddc79a795c0740c2ad31438ffef4ad53
148,Minnesota,Parents as Teachers,,PAT,0,3,Well-Supported,0,0,11/3/25,Low,,,"https://www.dhs.state.mn.us/main/idcplg?IdcService=GET_DYNAMIC_CONVERSION&RevisionSelectionMethod=LatestReleased&dDocName=DHS-321316#:~:text=The%20FFPSA%20establishes%20placement%20prevention,placement%20in%20family%20foster%20homes."
149,Minnesota,Motivational Interviewing,,MI,,,Well-Supported,0,0,11/3/25,Mid,,,"https://www.dhs.state.mn.us/main/idcplg?IdcService=GET_DYNAMIC_CONVERSION&RevisionSelectionMethod=LatestReleased&dDocName=DHS-321316#:~:text=The%20FFPSA%20establishes%20placement%20prevention,placement%20in%20family%20foster%20homes."
150,Missouri,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,"$1,037,787",,10/9/25,High,,,https://dss.mo.gov/cd/files/FFPSAPreventionPlan.pdf
151,Missouri,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,"$995,630",,10/9/25,Mid,,,https://dss.mo.gov/cd/files/FFPSAPreventionPlan.pdf
152,Missouri,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://dss.mo.gov/cd/files/FFPSAPreventionPlan.pdf
153,Missouri,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://dss.mo.gov/cd/files/FFPSAPreventionPlan.pdf
154,Montana,Parents as Teachers,,PAT,0,3,Well-Supported,0,0,12/29/25,Low,,,https://dphhs.mt.gov/CFSD/familyfirst
155,Montana,Nurse-Family Partnership,,NFP,,,Well-Supported,0,0,12/29/25,Low,,,https://dphhs.mt.gov/CFSD/familyfirst
156,Montana,Healthy Families America,,HFA,0,2,Well-Supported,0,0,12/29/25,Low,,,https://dphhs.mt.gov/CFSD/familyfirst
157,Montana,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,0,0,12/29/25,Mid,,,https://dphhs.mt.gov/CFSD/familyfirst
158,Nebraska,Healthy Families America,,HFA,0,2,Well-Supported,"$1,048,316.93",,10/29/25,Low,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
159,Nebraska,Homebuilders,Intensive Family Preservation and Reunification Services,HB,0,18,Well-Supported,,,10/29/25,Mid,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
160,Nebraska,Motivational Interviewing,,MI,,,Well-Supported,,,10/29/25,Mid,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
161,Nebraska,Parents as Teachers,,PAT,0,3,Well-Supported,$0.00,,10/29/25,Low,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
162,Nebraska,Family Centered Treatment,,FCT,0,18,Supported,"$31,659.74",,10/29/25,Mid,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
163,Nebraska,Functional Family Therapy,,FFT,11,18,Well-Supported,,,10/29/25,High,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
164,Nebraska,Multisystemic Therapy,,MST,12,18,Well-Supported,,,10/29/25,High,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
165,Nebraska,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,10/29/25,Mid,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
166,Nebraska,Trauma-Focused Cognitive Behavioral Therapy,,TF-CBT,3,18,Promising,,,10/29/25,High,,,https://dhhs.ne.gov/Documents/NE%20FFPSA%205%20Year%20Plan.pdf
167,Nevada,Family Check-Up,,FCU,2,17,Well-Supported,,,,Low,,,https://dcfs.nv.gov/uploadedFiles/dcfsnvgov/content/Tips/Reports/Nevada_FFPSA_Prevention_Plan_v2.pdf
168,Nevada,Motivational Interviewing,,MI,,,Well-Supported,,,,Mid,,,https://dcfs.nv.gov/uploadedFiles/dcfsnvgov/content/Tips/Reports/Nevada_FFPSA_Prevention_Plan_v2.pdf
169,Nevada,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,,Mid,,,https://dcfs.nv.gov/uploadedFiles/dcfsnvgov/content/Tips/Reports/Nevada_FFPSA_Prevention_Plan_v2.pdf
170,Nevada,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://dcfs.nv.gov/uploadedFiles/dcfsnvgov/content/Tips/Reports/Nevada_FFPSA_Prevention_Plan_v2.pdf
171,New Hampshire,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://www.dhhs.nh.gov/news-and-media/nh-dhhs-announces-approval-family-first-title-iv-e-prevention-plan
172,New Hampshire,Homebuilders,,HB,0,18,Well-Supported,,,,Mid,,,https://www.dhhs.nh.gov/news-and-media/nh-dhhs-announces-approval-family-first-title-iv-e-prevention-plan
173,New Hampshire,Intercept,,,0,18,Well-Supported,,,,High,,,https://www.dhhs.nh.gov/news-and-media/nh-dhhs-announces-approval-family-first-title-iv-e-prevention-plan
174,New Hampshire,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://www.dhhs.nh.gov/news-and-media/nh-dhhs-announces-approval-family-first-title-iv-e-prevention-plan
175,New Hampshire,Motivational Interviewing,,MI,,,Well-Supported,,,,Mid,,,https://www.dhhs.nh.gov/news-and-media/nh-dhhs-announces-approval-family-first-title-iv-e-prevention-plan
176,New Jersey,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,0,0,10/3/25,High,,,https://www.nj.gov/dcf/documents/NJ-DCF-FFA-5-Year-Plan.pdf
177,New Jersey,Motivational Interviewing,,MI,,,Well-Supported,0,0,10/3/25,Mid,,,https://www.nj.gov/dcf/documents/NJ-DCF-FFA-5-Year-Plan.pdf
178,New Jersey,Intercept,,,0,18,Well-Supported,0,0,10/3/25,High,,,https://www.nj.gov/dcf/documents/NJ-DCF-FFA-5-Year-Plan.pdf
179,New Jersey,Positive Parenting Program,Standard Level 4,Triple P,0,12,Promising,0,0,10/3/25,Mid,,,https://www.nj.gov/dcf/documents/NJ-DCF-FFA-5-Year-Plan.pdf
180,New Jersey,Positive Parenting Program,Level 4 Group,Triple P,0,12,Supported,0,0,10/3/25,Mid,,,https://www.nj.gov/dcf/documents/NJ-DCF-FFA-5-Year-Plan.pdf
181,New Jersey,Sobriety Treatment and Recovery Teams,,START,5,,Supported,,,,Low,,,https://www.nj.gov/dcf/documents/NJ-DCF-FFA-5-Year-Plan.pdf
182,New Mexico,Motivational Interviewing,,MI,,,Well-Supported,N/A,N/A,12/18/25,Mid,No responsive records on spending.,,https://www.cyfd.nm.gov/wp-content/uploads/2025/09/NMFFPSA-revised-final.8.25.pdf
183,New Mexico,SafeCare,,SC,0,5,Supported,N/A,N/A,12/18/25,Low,No responsive records on spending.,,https://www.cyfd.nm.gov/wp-content/uploads/2025/09/NMFFPSA-revised-final.8.25.pdf
184,New York,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,,,,High,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
185,New York,Familias Unidas,,FU,12,16,Well-Supported,,,,High,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
186,New York,Family Check-Up,,FCU,2,17,Well-Supported,,,,Mid,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
187,New York,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
188,New York,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
189,New York,Homebuilders,,HB,0,18,Well-Supported,,,,Mid,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
190,New York,Motivational Interviewing,,MI,,,Well-Supported,,,,Mid,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
191,New York,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
192,New York,Nurse Family Partnership,,NFP,,,Well-Supported,,,,Low,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
193,New York,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,,Mid,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
194,New York,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://ocfs.ny.gov/main/sppd/docs/FFPSA-Prevention-Plan-2022-07-29.pdf
195,North Carolina,Homebuilders,,HB,0,18,Well-Supported,"$1,492,075","$752,808",12/15/25,Mid,North Carolina data provided throug public information officer,,https://www.ncdhhs.gov/nc-family-first-prevention-plan/download?attachment
196,North Carolina,Parents as Teachers,,PAT,0,3,Well-Supported,0,0,12/15/25,Low,North Carolina data provided throug public information officer,,https://www.ncdhhs.gov/nc-family-first-prevention-plan/download?attachment
197,North Carolina,Multisystemic Therapy,,MST,12,18,Well-Supported,0,0,12/15/25,High,North Carolina data provided throug public information officer,,https://www.ncdhhs.gov/nc-family-first-prevention-plan/download?attachment
198,North Carolina,Positive Parenting Program,Standard Level 4,Triple P,0,12,Promising,0,0,12/15/25,Mid,North Carolina data provided throug public information officer,,https://www.ncdhhs.gov/nc-family-first-prevention-plan/download?attachment
199,North Carolina,Methadone Maintenance Therapy,,MMT,,,Promising,0,0,12/15/25,Low,North Carolina data provided throug public information officer,Targets youth 18 or older; OR under 18 with parent consent,https://www.ncdhhs.gov/nc-family-first-prevention-plan/download?attachment
200,North Dakota,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,"$925,564",0,12/15/25,High,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
201,North Dakota,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
202,North Dakota,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
203,North Dakota,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
204,North Dakota,Nurse Family Partnership,,NFP,,,Well-Supported,,,,Low,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
205,North Dakota,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,,Mid,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
206,North Dakota,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
207,North Dakota,Homebuilders,,HB,0,18,Well-Supported,,,,Mid,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
208,North Dakota,Family Check-Up,,FCU,2,17,Well-Supported,,,,Mid,,,https://www.hhs.nd.gov/sites/www/files/documents/DHS%20Legacy/approved-nd-title-iv-e-prevention-services-programs-plan.pdf
209,Ohio,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://dam.assets.ohio.gov/image/upload/jfs.ohio.gov/ocf/FFPSA-OhioTitleIV-EPreventionServicesPlanApproved.pdf
210,Ohio,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://dam.assets.ohio.gov/image/upload/jfs.ohio.gov/ocf/FFPSA-OhioTitleIV-EPreventionServicesPlanApproved.pdf
211,Ohio,Sobriety Treatment and Recovery Teams,,START,5,,Supported,,,,Low,,,https://dam.assets.ohio.gov/image/upload/jfs.ohio.gov/ocf/FFPSA-OhioTitleIV-EPreventionServicesPlanApproved.pdf
212,Ohio,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://dam.assets.ohio.gov/image/upload/jfs.ohio.gov/ocf/FFPSA-OhioTitleIV-EPreventionServicesPlanApproved.pdf
213,Ohio,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://dam.assets.ohio.gov/image/upload/jfs.ohio.gov/ocf/FFPSA-OhioTitleIV-EPreventionServicesPlanApproved.pdf
214,Oregon,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,,Mid,Oregon public information officer only provided total spending on each program,,https://www.oregon.gov/odhs/family-preservation/Documents/iv-e-prevention-plan-2021-04-01.pdf
215,Oregon,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,Oregon public information officer only provided total spending on each program,,https://www.oregon.gov/odhs/family-preservation/Documents/iv-e-prevention-plan-2021-04-01.pdf
216,Oregon,Motivational Interviewing,,MI,,,Well-Supported,,,,Mid,Oregon public information officer only provided total spending on each program,,https://www.oregon.gov/odhs/family-preservation/Documents/iv-e-prevention-plan-2021-04-01.pdf
217,Oregon,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,Oregon public information officer only provided total spending on each program,,https://www.oregon.gov/odhs/family-preservation/Documents/iv-e-prevention-plan-2021-04-01.pdf
218,Pennsylvania,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
219,Pennsylvania,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
220,Pennsylvania,Homebuilders,,HB,0,18,Well-Supported,,,,Mid,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
221,Pennsylvania,The Incredible Years,School Age,,,,Promising,,,,,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
222,Pennsylvania,The Incredible Years,Toddlers,,,,Promising,,,,,,,
223,Pennsylvania,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
224,Pennsylvania,Nurse Family Partnership,,NFP,,,Well-Supported,,,,Low,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
225,Pennsylvania,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
226,Pennsylvania,Positive Parenting Program,Standard Level 4,Triple P,0,12,Promising,,,,Mid,,,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/keepkidssafe/resources/documents/PA-Family-First-Prevention-Plan.pdf
227,Puerto Rico,Motivational Interviewing,,MI,,,Well-Supported,,,,Mid,,,https://familiesfirst.pr.gov/uploads/archivos/3ycfu4fqudyc08k8ww.pdf
228,Puerto Rico,Parenting Fundamentals,,PF,,,N/A,,,,Low,No clearinghouse rating,,https://familiesfirst.pr.gov/uploads/archivos/3ycfu4fqudyc08k8ww.pdf
229,Puerto Rico,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,,,,High,,,https://familiesfirst.pr.gov/uploads/archivos/3ycfu4fqudyc08k8ww.pdf
230,Puerto Rico,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://familiesfirst.pr.gov/uploads/archivos/3ycfu4fqudyc08k8ww.pdf
231,Puerto Rico,Ohio's Kinship Supports Intervention,,ProtectOHIO,,,Promising,,,,Low,,,https://familiesfirst.pr.gov/uploads/archivos/3ycfu4fqudyc08k8ww.pdf
232,Rhode Island,Motivational Interviewing,,MI,,,Well-Supported,,,,Mid,,,https://dcyf.ri.gov/sites/g/files/xkgbur416/files/2022-10/Executive%20Summary%20for%20FFPSA_final_10.17.22.pdf
233,Rhode Island,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://dcyf.ri.gov/sites/g/files/xkgbur416/files/2022-10/Executive%20Summary%20for%20FFPSA_final_10.17.22.pdf
234,Rhode Island,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://dcyf.ri.gov/sites/g/files/xkgbur416/files/2022-10/Executive%20Summary%20for%20FFPSA_final_10.17.22.pdf
235,Rhode Island,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,,Mid,,,https://dcyf.ri.gov/sites/g/files/xkgbur416/files/2022-10/Executive%20Summary%20for%20FFPSA_final_10.17.22.pdf
236,Rhode Island,Homebuilders,,HB,0,18,Well-Supported,,,,Mid,,,https://dcyf.ri.gov/sites/g/files/xkgbur416/files/2022-10/Executive%20Summary%20for%20FFPSA_final_10.17.22.pdf
237,Rhode Island,Familias Unidas,,FU,12,16,Well-Supported,,,,High,,,https://dcyf.ri.gov/sites/g/files/xkgbur416/files/2022-10/Executive%20Summary%20for%20FFPSA_final_10.17.22.pdf
238,South Carolina,Brief Strategic Family Therapy,,BSFT,6,17,Well-Supported,,,,High,,,https://dss.sc.gov/media/e0vle5k4/south-carolina-dss-title-iv-e-prevention-plan.pdf
239,South Carolina,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://dss.sc.gov/media/e0vle5k4/south-carolina-dss-title-iv-e-prevention-plan.pdf
240,South Carolina,Multisystemic Therapy,,MST,12,18,Well-Supported,,,,High,,,https://dss.sc.gov/media/e0vle5k4/south-carolina-dss-title-iv-e-prevention-plan.pdf
241,Utah,Families First,Utah Youth Village,,0,17,Well-Supported,,,12/10/25,Low,"Utah data was provided by a public information officer, but only as a cumulative total spending across all programs",,https://dcfs.utah.gov/wp-content/uploads/UT-Title-IV-E-Prevention-Program-Plan-FY-25-29-Revised-10.7.24-Final.pdf
242,Utah,Functional Family Therapy,,FFT,11,18,Well-Supported,,,12/10/25,High,"Utah data was provided by a public information officer, but only as a cumulative total spending across all programs",,https://dcfs.utah.gov/wp-content/uploads/UT-Title-IV-E-Prevention-Program-Plan-FY-25-29-Revised-10.7.24-Final.pdf
243,Utah,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,,,12/10/25,Mid,"Utah data was provided by a public information officer, but only as a cumulative total spending across all programs",,https://dcfs.utah.gov/wp-content/uploads/UT-Title-IV-E-Prevention-Program-Plan-FY-25-29-Revised-10.7.24-Final.pdf
244,Utah,SafeCare,,SC,0,5,Supported,,,12/10/25,Low,"Utah data was provided by a public information officer, but only as a cumulative total spending across all programs",,https://dcfs.utah.gov/wp-content/uploads/UT-Title-IV-E-Prevention-Program-Plan-FY-25-29-Revised-10.7.24-Final.pdf
245,Vermont,Motivational Interviewing,,MI,,,Well-Supported,0,0,12/15/25,Mid,Vermont data was provided by a public information officer,,https://outside.vermont.gov/dept/DCF/Shared%20Documents/FSD/Reviews/FFPSA-Prevention-2022.pdf?_gl=1*edoqal*_ga*MTAzMTI5NjQ3OC4xNzU5NTE1Nzg4*_ga_V9WQH77KLW*czE3NjAwMjUwODAkbzUkZzEkdDE3NjAwMjUwOTckajQzJGwwJGgw
246,Vermont,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,0,0,12/15/25,Mid,Vermont data was provided by a public information officer,,https://outside.vermont.gov/dept/DCF/Shared%20Documents/FSD/Reviews/FFPSA-Prevention-2022.pdf?_gl=1*edoqal*_ga*MTAzMTI5NjQ3OC4xNzU5NTE1Nzg4*_ga_V9WQH77KLW*czE3NjAwMjUwODAkbzUkZzEkdDE3NjAwMjUwOTckajQzJGwwJGgw
247,Washington,Nurse Family Partnership,,NFP,,,Well-Supported,"$9,258,500",$0,12/15/25,Low,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
248,Washington,Parents as Teachers,,PAT,0,3,Well-Supported,"$7,938,923",$0,12/15/25,Low,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
249,Washington,Homebuilders,,HB,0,18,Well-Supported,"$6,665,604",$0,12/15/25,Mid,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
250,Washington,Functional Family Therapy,,FFT,11,18,Well-Supported,"$930,885",$0,12/15/25,High,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
251,Washington,Multisystemic Therapy,,MST,12,18,Well-Supported,$0,$0,12/15/25,High,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
252,Washington,Parent-Child Interaction Therapy,,PCIT,2,7,Well-Supported,"$440,073",$0,12/15/25,Mid,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
253,Washington,Motivational Interviewing,,MI,,,Well-Supported,$0,$0,12/15/25,Mid,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
